Loyalty,Recency,Frequency,Monetary,Discount,Cluster
2553,17,47,73564.65999999996,1.389867279,2
1331,95,14,73564.65999999996,1.022610665,2
2841,107,49,73564.65999999996,1.394936204,2
3230,2,70,73564.65999999996,0.799002655,2
2233,11,60,73564.65999999996,1.182681834,2
3172,4,70,73564.65999999996,0.7509068409999999,2
1329,179,15,44040.0,0.681333333,2
3298,2,67,73564.65999999996,1.046676247,2
1507,1,51,73564.65999999996,1.259950118,2
1414,69,70,73564.65999999996,1.289827497,2
1290,27,12,73564.65999999996,1.023333333,2
1611,6,59,73564.65999999996,1.41,2
1677,18,70,73564.65999999996,0.701123814,2
2036,3,60,73564.65999999996,1.40060309,2
2856,1,57,73564.65999999996,1.366744227,2
834,57,43,62511.0,0.631640227,2
2171,2,70,73564.65999999996,0.81511929,2
3256,23,42,73564.65999999996,0.743348652,2
3260,16,58,73564.65999999996,1.299097235,2
3092,30,16,45294.0,0.66544855,2
3326,18,70,73564.65999999996,0.68017726,2
3228,6,70,73564.65999999996,1.343311285,2
1599,10,70,73564.65999999996,1.008554047,2
3163,2,70,73564.65999999996,0.7772353470000001,2
1934,10,57,73564.65999999996,1.332451177,2
817,13,16,73564.65999999996,1.057235119,2
1788,9,70,73564.65999999996,0.803643702,2
3326,3,70,73564.65999999996,1.039534044,2
2500,51,13,54438.0,0.884236795,2
3237,3,70,73564.65999999996,1.070194781,2
3056,31,69,73564.65999999996,0.823818121,2
2225,1,66,73564.65999999996,1.406350341,2
1216,102,26,56848.0,0.6793056709999999,2
1703,4,59,73564.65999999996,1.273062688,2
2492,1,70,73564.65999999996,0.6379945770000001,2
1843,11,70,73564.65999999996,0.701652637,2
2987,3,57,73564.65999999996,0.832500467,2
1182,5,64,73564.65999999996,0.457967364,2
3326,114,49,73564.65999999996,1.3509114430000002,2
2387,2,58,73564.65999999996,1.41,2
3281,5,70,73564.65999999996,0.82433441,2
1200,4,68,73564.65999999996,0.8048453440000001,2
2240,4,70,73564.65999999996,0.664729007,2
2707,16,70,73564.65999999996,0.916310894,2
2499,1,70,73564.65999999996,0.6930268190000001,2
2079,12,70,73564.65999999996,0.823284201,2
1854,21,52,73564.65999999996,1.41,2
3210,3,70,73564.65999999996,0.714441235,2
3270,178,11,73564.65999999996,1.065035317,2
1433,13,59,73564.65999999996,1.283990608,2
2314,18,59,73564.65999999996,0.817583423,2
2996,26,70,73564.65999999996,1.254728561,2
692,317,10,54900.0,0.966,0
2038,1,70,73564.65999999996,0.8661216490000001,2
3268,2,70,73564.65999999996,0.849043083,2
954,6,70,68724.0,0.7788971640000001,2
2925,7,70,73564.65999999996,1.367977249,2
2452,1,70,73564.65999999996,1.282347182,2
3326,1,70,73564.65999999996,0.7108682190000001,2
2979,290,25,73564.65999999996,1.074683178,2
2129,13,70,73564.65999999996,0.774562836,2
1482,9,57,73564.65999999996,1.3949203140000002,2
2638,22,70,73564.65999999996,0.98076627,2
530,99,11,73564.65999999996,1.05,2
2911,30,43,73564.65999999996,1.240551283,2
1133,22,20,65163.0,0.7845195429999999,2
2479,32,53,73564.65999999996,1.373478,2
3125,4,56,73564.65999999996,1.403768453,2
915,2,70,27435.0,0.827823318,2
2207,6,70,73564.65999999996,0.819703519,2
1036,18,70,73564.65999999996,0.921339098,2
2951,5,60,73564.65999999996,1.175007596,2
1345,3,61,73564.65999999996,0.713012031,2
2041,9,43,73564.65999999996,1.231469603,2
2671,5,70,73564.65999999996,0.724336929,2
1258,4,43,73564.65999999996,1.020765158,2
1436,83,56,73564.65999999996,0.995827664,2
3058,3,70,73564.65999999996,1.040933738,2
3135,13,70,73564.65999999996,0.811427392,2
619,9,16,71138.0,1.051401627,2
2988,17,70,73564.65999999996,0.856878118,2
2713,2,70,73564.65999999996,0.8600265340000001,2
1158,4,70,73564.65999999996,0.8591966129999999,2
1726,1,70,73564.65999999996,0.832180765,2
2920,22,42,63117.0,1.41,2
1610,1,70,73564.65999999996,0.695089955,2
980,6,19,73564.65999999996,1.156085303,2
1311,45,53,73564.65999999996,0.828407972,2
1034,1,61,73564.65999999996,1.337276713,2
1570,1,17,73564.65999999996,1.056396083,2
946,4,48,73564.65999999996,0.934725209,2
2726,22,26,73564.65999999996,1.178456641,2
2942,31,43,73564.65999999996,1.3955870869999998,2
1697,61,70,73564.65999999996,0.962306964,2
1409,1,70,73564.65999999996,0.889901525,2
1501,20,54,68611.0,1.41,2
1573,20,68,73564.65999999996,0.676618926,2
2376,6,70,73564.65999999996,0.82046172,2
1996,13,70,68126.0,0.6731207379999999,2
2484,38,49,73564.65999999996,1.368281891,2
586,2,40,73564.65999999996,0.868515165,2
3302,5,70,73564.65999999996,0.81353969,2
1899,1,70,73564.65999999996,0.8481413309999999,2
3056,13,58,73564.65999999996,0.7557019559999999,2
2057,2,52,73564.65999999996,1.120337764,2
1237,8,43,73564.65999999996,1.388142957,2
1876,4,70,73564.65999999996,0.7888733920000001,2
3002,4,70,73564.65999999996,0.93836632,2
1391,112,17,58332.0,0.896000164,2
1494,59,32,73564.65999999996,1.41,2
1400,5,37,73564.65999999996,0.914270784,2
2922,5,70,70523.0,0.682643911,2
744,13,62,73564.65999999996,0.778110575,2
1201,11,67,73564.65999999996,0.856602875,2
2832,8,70,73564.65999999996,0.837625235,2
1901,8,70,73564.65999999996,0.8163014759999999,2
1755,2,70,47723.0,0.837572715,2
2888,24,70,73564.65999999996,0.82610529,2
1896,2,70,73564.65999999996,1.41,2
3125,8,70,71983.0,0.949395993,2
1497,5,70,73564.65999999996,0.7180637,2
1497,8,70,73564.65999999996,0.8017396990000001,2
1293,11,70,73564.65999999996,0.7375951740000001,2
2285,56,27,39268.0,0.654476682,2
3022,31,24,72574.0,0.968107765,2
2916,2,70,73564.65999999996,0.874927107,2
575,22,57,73564.65999999996,1.187537496,2
1577,7,50,73564.65999999996,1.201031476,2
1039,8,45,73564.65999999996,0.765013009,2
896,1,70,73564.65999999996,0.877036239,2
1567,18,46,73564.65999999996,1.32374168,2
2078,17,70,73564.65999999996,0.763144213,2
2738,5,60,73564.65999999996,0.689844509,2
657,6,66,73564.65999999996,0.705022823,2
2554,4,70,73564.65999999996,0.74088551,2
2949,16,70,73564.65999999996,1.325833583,2
1257,13,28,73564.65999999996,1.3789923219999998,2
1058,113,34,55876.0,0.739229694,2
2485,9,62,73564.65999999996,0.751386294,2
1431,34,53,73564.65999999996,1.41,2
925,4,37,73564.65999999996,1.41,2
2606,65,70,73564.65999999996,0.839762709,2
2475,10,48,73564.65999999996,1.41,2
1342,5,52,73564.65999999996,1.41,2
1055,1,52,73564.65999999996,0.776371777,2
3071,33,59,73564.65999999996,0.827179729,2
2225,9,70,70770.0,0.705943112,2
2142,13,47,73564.65999999996,1.37078264,2
3326,9,70,73564.65999999996,0.619739087,2
994,23,70,36766.0,0.7718554670000001,2
712,5,70,73564.65999999996,0.694012613,2
1167,2,70,73564.65999999996,0.8006591590000001,2
847,17,49,73564.65999999996,0.837061811,2
3326,136,12,66874.0,1.00799115,2
2672,13,36,73564.65999999996,0.954319431,2
2899,77,21,47499.0,0.7606666670000001,2
1899,24,60,73564.65999999996,0.760252081,2
3326,33,70,73564.65999999996,0.8915401,2
2919,7,59,73564.65999999996,1.075326325,2
2906,1,70,73564.65999999996,0.746258043,2
2049,27,49,73564.65999999996,1.327684941,2
580,4,70,44930.0,0.91433425,2
842,7,64,73564.65999999996,0.7440065220000001,2
2427,19,47,73564.65999999996,1.41,2
2700,1,46,73564.65999999996,1.41,2
2498,7,70,73564.65999999996,0.8967864,2
1276,13,28,73564.65999999996,1.41,2
1375,351,12,65540.0,1.029644795,2
2808,8,65,73564.65999999996,1.107523948,2
1570,66,24,60690.0,0.562442563,2
2061,4,50,73564.65999999996,0.7601155829999999,2
2532,5,70,73564.65999999996,0.728867305,2
3130,1,46,73564.65999999996,1.3989986090000002,2
1748,17,61,73564.65999999996,0.899280547,2
872,84,28,73564.65999999996,1.238878525,2
805,68,28,73564.65999999996,1.3861765419999998,2
535,15,17,67260.0,0.978310605,2
2874,1,51,72400.0,1.41,2
2227,16,70,73564.65999999996,0.974864579,2
2987,2,70,73564.65999999996,0.69244581,2
569,14,23,38373.0,0.6506196479999999,2
2237,2,70,73564.65999999996,0.84343724,2
1911,1,67,73564.65999999996,0.754458243,2
3154,1,70,73564.65999999996,0.775295546,2
1093,20,70,73564.65999999996,0.7100688479999999,2
624,48,70,73564.65999999996,0.792415925,2
775,5,36,73564.65999999996,0.82250645,2
1734,83,10,53295.0,1.025894957,2
2751,1,34,73564.65999999996,1.41,2
2810,2,23,73564.65999999996,1.357742091,2
2615,5,70,73564.65999999996,0.7315326879999999,2
1556,19,45,65642.0,0.696498655,2
3150,18,70,73564.65999999996,0.697522309,2
2908,25,47,73564.65999999996,1.230913428,2
2982,1,70,73564.65999999996,1.337146213,2
3291,1,70,73564.65999999996,0.8674246959999999,2
2926,3,46,64547.0,0.7711733270000001,2
3326,6,70,73564.65999999996,0.746628299,2
1183,94,16,69194.0,0.936013465,2
3204,11,70,73564.65999999996,0.7554607959999999,2
3131,3,70,73564.65999999996,0.91579564,2
1004,6,13,33550.0,0.632307692,0
534,2,36,73564.65999999996,0.886428351,2
2894,11,70,73564.65999999996,0.810458452,2
807,1,70,73564.65999999996,1.303309449,2
2887,3,70,73564.65999999996,0.7104835279999999,2
3261,17,61,73564.65999999996,1.230116011,2
1351,13,70,73564.65999999996,1.401901923,2
2511,10,48,67545.0,1.41,2
2357,6,70,73564.65999999996,0.7217528940000001,2
2873,12,57,73564.65999999996,1.179321043,2
2909,9,43,73564.65999999996,0.757415506,2
1130,12,70,73564.65999999996,0.841051069,2
2344,2,69,73564.65999999996,0.7021256840000001,2
2343,5,70,73564.65999999996,1.41,2
1910,5,70,73564.65999999996,0.837548052,2
2327,18,70,70605.0,1.10819519,2
2474,12,70,73564.65999999996,0.8186665390000001,2
1120,1,70,73564.65999999996,0.7144708040000001,2
667,20,18,52100.0,0.718332944,2
3326,22,39,73564.65999999996,1.387449853,2
1369,4,70,73564.65999999996,0.870657357,2
2490,1,70,73564.65999999996,0.982403492,2
2015,34,66,73564.65999999996,0.8786453000000002,2
3302,41,46,73564.65999999996,1.365195471,2
2404,3,70,73564.65999999996,0.745084105,2
3326,79,69,73564.65999999996,0.7741921070000001,2
1670,10,45,73564.65999999996,1.41,2
2463,4,36,73564.65999999996,1.41,2
3326,1,70,73564.65999999996,0.7464892759999999,2
1386,19,64,19243.0,1.41,2
942,6,61,73564.65999999996,0.7340983609999999,2
582,1,67,73564.65999999996,0.788739195,2
2903,30,52,73564.65999999996,0.778333174,2
1106,13,21,44952.0,0.704172358,2
925,9,70,21367.0,0.8364075999999999,2
2201,1,70,73564.65999999996,0.971327249,2
3320,20,70,73564.65999999996,1.305487564,2
1677,4,70,73564.65999999996,0.822947613,2
3125,5,70,73564.65999999996,0.750052132,2
1087,85,42,73564.65999999996,1.303695272,2
3278,3,70,73564.65999999996,0.7679306220000001,2
3097,11,70,73564.65999999996,0.72174598,2
2041,11,70,73564.65999999996,0.779597965,2
2936,4,70,72488.0,0.675632052,2
1863,15,70,73564.65999999996,0.7170868140000001,2
2925,1,58,73290.0,0.7904340040000001,2
2015,135,19,40244.0,0.7423071720000001,2
435,1,62,73564.65999999996,1.265360941,2
2326,5,46,73564.65999999996,1.41,2
1033,16,38,73564.65999999996,1.41,2
1349,23,65,70770.0,0.858959758,2
479,13,15,73564.65999999996,0.968166892,2
1404,2,70,62279.0,0.754275019,2
1988,6,13,31913.0,0.6511630820000001,1
2310,4,60,73564.65999999996,0.811934708,2
1283,2,70,73564.65999999996,0.82114127,2
857,15,70,73564.65999999996,0.712543548,2
646,16,44,73564.65999999996,0.8862730190000001,2
3126,8,62,73564.65999999996,0.855358305,2
1237,2,70,73564.65999999996,1.221743017,2
3318,2,70,73564.65999999996,0.789605839,2
2540,26,39,73564.65999999996,1.3639718,2
1660,14,70,72908.0,0.929938153,2
1549,17,44,66501.0,1.41,2
1678,32,31,72833.0,1.375394871,2
1720,7,70,73564.65999999996,0.781846052,2
2484,18,70,73564.65999999996,0.894763601,2
1460,20,54,73151.0,1.33526505,2
3114,18,70,73564.65999999996,1.242032954,2
3281,2,70,73564.65999999996,0.969874916,2
2209,14,36,64624.0,0.926531747,2
2272,5,45,70557.0,1.401278409,2
1992,14,70,73564.65999999996,1.41,2
1623,10,70,73564.65999999996,0.715139321,2
2219,8,70,73564.65999999996,0.8507229209999999,2
968,29,38,67113.0,1.408719882,2
2538,13,70,55678.0,0.7335678609999999,2
2428,7,33,73564.65999999996,1.41,2
1969,6,39,73564.65999999996,1.393603751,2
1288,8,70,73564.65999999996,1.286411022,2
1264,6,70,73564.65999999996,0.7490311209999999,2
3313,4,66,73564.65999999996,0.7776507109999999,2
2195,37,46,73564.65999999996,0.78231049,2
3326,9,65,73564.65999999996,0.923260068,2
2517,5,70,64303.0,0.763360156,2
1849,4,54,73564.65999999996,1.41,2
2576,16,65,73564.65999999996,0.8783021870000001,2
2868,243,27,73564.65999999996,0.941445133,2
1884,21,36,73564.65999999996,1.302530408,2
955,20,61,73564.65999999996,1.306106868,2
2698,32,49,59273.0,1.41,2
2114,3,46,73564.65999999996,1.314534381,2
2221,6,70,73564.65999999996,0.7469010540000001,2
2479,73,52,73564.65999999996,1.228696235,2
562,9,36,65251.0,1.35804096,2
1715,12,37,73564.65999999996,1.4023350369999998,2
3071,14,70,73564.65999999996,1.41,2
2387,7,51,73564.65999999996,1.06409081,2
2653,12,69,73564.65999999996,0.742781227,2
643,8,70,73564.65999999996,0.8508076309999999,2
527,17,13,57733.0,0.971737343,2
1130,25,65,62996.0,1.246913025,2
712,5,45,73564.65999999996,1.247410235,2
2590,2,70,73564.65999999996,0.67473221,2
2154,11,70,73564.65999999996,0.7257207240000001,2
1046,1,56,73564.65999999996,0.789488352,2
2576,6,70,73564.65999999996,0.720501275,2
1261,17,66,73564.65999999996,1.1168940040000002,2
1003,6,21,47925.0,0.660121097,2
2079,4,70,73564.65999999996,0.8077245190000001,2
2129,2,70,73564.65999999996,0.753979567,2
3326,8,70,64809.0,0.766244247,2
768,85,20,45804.0,0.761441087,2
3326,31,70,73564.65999999996,0.781219907,2
3326,34,70,73564.65999999996,0.87833354,2
2714,2,70,73564.65999999996,0.7805520440000001,2
2574,17,70,57586.0,0.716619964,2
2465,1,33,73564.65999999996,1.41,2
3225,12,70,73564.65999999996,0.8304361440000001,2
2869,18,70,73564.65999999996,0.7372848190000001,2
1002,158,70,73564.65999999996,0.8003160690000001,2
827,8,27,73564.65999999996,1.010241814,2
1467,1,70,73564.65999999996,0.614937825,2
2860,7,70,73564.65999999996,0.875997495,2
1562,65,19,73564.65999999996,1.053728357,2
2633,41,13,36505.0,0.72670131,1
3301,1,70,73564.65999999996,0.703798197,2
3188,6,70,73564.65999999996,0.803908618,2
3234,2,70,73564.65999999996,0.7376269109999999,2
2856,31,41,73564.65999999996,0.9943289,2
1601,2,70,73564.65999999996,0.7550119120000001,2
3299,11,70,73564.65999999996,0.782969391,2
737,4,70,73564.65999999996,1.36549308,2
3021,14,70,73564.65999999996,0.8751388179999999,2
2849,25,49,73564.65999999996,0.920499534,2
3326,10,70,73564.65999999996,0.719323851,2
1386,4,70,73564.65999999996,0.854748717,2
2380,9,49,72995.0,0.858548997,2
1665,29,44,73564.65999999996,1.311839518,2
2587,13,26,73564.65999999996,0.8757814209999999,2
3326,2,70,73564.65999999996,0.729566125,2
1238,5,49,73564.65999999996,1.41,2
3137,5,69,73564.65999999996,0.854199991,2
505,8,53,73564.65999999996,0.7872666340000001,2
1999,67,11,31170.0,0.6709090910000001,1
2923,10,55,72013.0,0.76517731,2
3326,14,39,73564.65999999996,1.41,2
1971,34,18,39830.0,0.725114241,2
1808,22,63,53036.0,0.656078433,2
1549,181,23,39490.0,0.529890073,2
995,13,55,70110.0,0.8668173370000001,2
729,24,36,73564.65999999996,0.7999573090000001,2
2930,8,43,73564.65999999996,1.299686515,2
1491,2,59,73564.65999999996,1.142706025,2
729,4,69,73564.65999999996,0.913754872,2
930,27,70,56885.0,0.600361671,2
2018,21,70,73564.65999999996,0.793122565,2
3111,14,70,73564.65999999996,0.911670561,2
1068,1,51,73564.65999999996,1.251371344,2
2465,65,15,53152.0,1.053199256,2
2883,10,51,72534.0,0.7337164890000001,2
3228,13,63,73564.65999999996,1.062971704,2
3177,3,67,73564.65999999996,0.77813186,2
3214,58,35,73564.65999999996,0.869739722,2
1704,3,31,59850.0,0.789749247,2
851,4,63,73564.65999999996,0.677294726,2
2519,1,70,58833.0,0.7918911740000001,2
3025,13,70,62317.0,0.7958487240000001,2
2623,9,67,73564.65999999996,0.712584784,2
3018,2,70,73564.65999999996,0.742826118,2
1485,21,60,73115.0,0.6731966779999999,2
1176,38,12,40550.0,0.7283333329999999,0
1320,3,48,73564.65999999996,1.4044699580000002,2
1076,3,52,73564.65999999996,1.41,2
1668,9,11,73564.65999999996,1.09967805,2
2947,2,70,73564.65999999996,0.8101632240000001,2
2925,1,67,73564.65999999996,0.754195707,2
2685,6,47,73564.65999999996,1.280616269,2
2800,46,70,8426.0,0.61047623,2
2907,12,70,73564.65999999996,0.6466828720000001,2
2856,21,68,73564.65999999996,0.819026757,2
770,16,70,73564.65999999996,0.775295725,2
702,11,70,73564.65999999996,0.734588563,2
2866,113,31,73564.65999999996,1.41,2
674,8,34,73564.65999999996,1.001857522,2
2632,3,70,73564.65999999996,0.690051909,2
612,7,7,58600.0,1.021428571,2
1840,93,36,57361.0,0.739067177,2
628,9,43,71841.0,1.224596738,2
1551,36,70,73564.65999999996,0.678582369,2
2036,3,70,73564.65999999996,0.82264602,2
1465,104,62,71613.0,0.972563954,2
1619,11,36,52260.0,1.380619144,2
703,12,51,73564.65999999996,0.73627451,2
2968,5,69,63247.0,0.731558088,2
3326,1,70,73564.65999999996,0.962312287,2
3030,5,68,73564.65999999996,0.794431222,2
2555,3,20,56113.0,0.7694140690000001,2
1173,89,27,58062.0,0.8167115290000001,2
2344,2,64,73564.65999999996,0.757229554,2
3271,7,70,73564.65999999996,0.589203374,2
2355,2,40,73564.65999999996,1.41,2
2993,2,70,71221.0,0.624723523,2
2063,41,53,73564.65999999996,0.76250826,2
1672,1,70,51244.0,0.700098478,2
1352,4,70,73564.65999999996,0.764457525,2
1594,9,35,73564.65999999996,1.37325484,2
839,29,34,73564.65999999996,1.307116221,2
1902,27,70,73564.65999999996,0.782405619,2
1622,10,70,73564.65999999996,0.821220119,2
2615,15,44,65023.0,0.697107982,2
2495,1,57,69107.0,0.6901963609999999,2
1321,11,43,73564.65999999996,1.225645051,2
1219,4,57,68001.0,0.846069291,2
2349,11,70,73564.65999999996,0.705870234,2
1655,23,69,73564.65999999996,0.903869993,2
1500,44,63,71020.0,0.833366699,2
706,230,12,73564.65999999996,1.013213001,2
1261,17,69,62535.0,0.8593490309999999,2
2449,4,70,70108.0,0.922312153,2
758,3,59,72110.0,0.6414616679999999,2
2911,10,40,64712.0,0.640861525,2
1926,86,13,35204.0,0.752468392,0
3252,11,68,73564.65999999996,0.7120725809999999,2
1218,3,69,59861.0,0.7104411509999999,2
680,4,38,73564.65999999996,1.335886053,2
2944,18,70,73564.65999999996,0.8904420470000001,2
3287,34,13,42131.0,0.8791565459999999,2
1204,3,70,73564.65999999996,0.680674344,2
2197,79,33,73564.65999999996,1.400179804,2
2380,25,61,57915.0,0.652295875,2
2479,17,70,73564.65999999996,0.740124516,2
